Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Sliskovic,Ivan,FAG,LB,20,70,76,70,0,0.4795,58.0,21,4,9,6,11,0,0,19/20,A
Reichmann,Tobias,MTM,RW,25,69,35,53,16,0.6635,2.0,6,5,0,3,3,0,0,19/20,A
Durak,Pascal,LUD,RW,27,68,19,45,23,0.7816,5.0,7,2,0,4,7,0,0,19/20,A
Rubin,Lenny,WET,LB,27,68,51,68,0,0.5714,30.0,11,0,6,8,14,1,0,19/20,A
Firnhaber,Sebastian,HCE,P,27,67,27,67,0,0.7128,7.0,14,5,7,7,21,4,0,19/20,A
Mappes,Dominik,LUD,CB,24,66,72,66,0,0.4783,44.0,18,4,1,1,2,0,0,19/20,A
Duvnjak,Domagoj,THW,CB,24,65,56,65,0,0.5372,56.0,12,16,4,6,2,1,0,19/20,A
Allendorf,Michael,MTM,LW,23,65,29,42,23,0.6915,2.0,11,4,1,3,4,0,0,19/20,A
Groetzki,Patrick,RNL,,26,65,37,65,0,0.6373,29.0,12,5,0,1,2,0,0,19/20,A
Wiede,Fabian,BER,,20,65,40,65,0,0.619,116.0,24,6,8,2,5,1,0,19/20,A
Thomann,Gregor,HBW,RW,27,65,32,38,27,0.67,4.0,2,6,0,1,3,0,0,19/20,A
Mensah Larsen,Mads,RNL,CB,26,64,52,60,4,0.55,35.0,21,3,6,4,7,0,0,19/20,A
O'Sullivan,Christian,SCM,CB,26,63,44,63,0,0.5888,61.0,29,7,4,5,9,0,0,19/20,A
Pfattheicher,Sascha,TVB,Right Wing,25,62,24,54,8,0.7209,6.0,7,3,0,1,4,0,0,19/20,A
Arnesson,Linus,BHC,CB,25,62,82,62,0,0.4306,69.0,23,6,5,4,2,0,0,19/20,A
Jondal,Magnus,SGF,LW,26,61.0,38,54,7,0.6162,3.0,7,14,0,3,5,0,0,19/20,A
Martinovic,Ivan,HAN,RB,20,61,40,61,0,0.604,24.0,14,3,0,1,5,0,0,19/20,A
Miedema,Patrick,NOL,CB,26,59,36,59,0,0.6211,34.0,26,12,0,13,19,2,0,19/20,A
Metzner,Antonio,HCE,RB,25,59,38,59,0,0.6082,12.0,15,0,1,0,4,1,0,19/20,A
Peshevski,Zarko,TVB,P,27,58,19,58,0,0.7532,2.0,20,1,1,1,2,0,0,19/20,A
Neuhaus,Max,LUD,CB,23,58,38,34,24,0.6042000000000001,,11,0,0,0,0,0,0,19/20,A
Klimek,Christian,TBV,P,27,57,24,57,0,0.7037,6.0,14,6,14,13,14,1,0,19/20,A
Brozovic,Ilija,HAN,P,22,56,21,56,0,0.7273000000000001,7.0,18,3,8,13,17,0,0,19/20,A
Mamic,Marko,LEI,lb,26, 56 ,58,56,0,0.4911999999999999,35.0,29,6,19,10,16,1,0,19/20,A
Zelenovic,Nemanja,FAG,RB,21,56,48,56,0,0.5385,15.0,27,2,1,4,5,0,0,19/20,A
Kirkelokke,Niclas,RNL,RB,26,56.0,37,56,0,0.6022,48.0,14,11,2,6,6,0,0,19/20,A
Weiss,Dominik,TVB,LB,22, 54 ,71,54,0,0.432,25.0,17,1,5,5,10,0,0,19/20,A
Landin,Magnus,THW,LW,26,54,15,49,5,0.7826000000000001,5.0,3,11,1,2,3,0,0,19/20,A
Theuerkauf,Christoph,TBV,P,21,53,14,49,4,0.7909999999999999,1.0,999,2,1,1,1,0,0,19/20,A
Wiencek,Patrick,THW,P,26, 53 ,22,53,0,0.7067,13.0,11,4,16,11,7,0,0,19/20,A
Koch,Johan,BER ,P,27,52,13,52,0,0.8,4.0,12,2,1,3,5,0,0,19/20,A
Gebala,Maciej,LEI,P,26,52,12,52,0,0.81,3.0,8,1,7,8,7,0,0,19/20,A
Savvas,Savvas,GWD,LB,25,52,46,35,17,0.53,12.0,999,5,6,2,6,0,0,19/20,A
Saueressig,Lukas,HBW,,27,52,35,49,3,0.5977,55.0,34,6,2,10,6,1,0,19/20,A
Meister,Lucas,GWD,P,26,52,15,52,0,0.7761,5.0,10,3,3,14,23,0,0,19/20,A
Strobel,Martin,HBW,CB,18,51,35,48,3,0.593,25.0,999,2,5,3,2,0,0,19/20,A
Theilinger,Nicolai,FAG ,RB,-26,50,34,50,0,0.5952000000000001,41.0,18,7,2,10,8,0,0,19/20,A
Gullerud,Magnus,GWD,P,23,50,12,50,0,0.8065000000000001,,9,10,15,8,12,1,0,19/20,A
Hafner,Max,TVB,CB,27,50,61,50,0,0.4504999999999999,34.0,20,3,1,2,4,0,0,19/20,A
Possehl,Julian,NOL,RB,26, 49 ,36,49,0,0.5765,52.0,33,1,1,8,12,0,0,19/20,A
Scholz,Jonathan,LUD,LW,27,49,28,49,0,0.6364,8.0,6,4,0,6,10,0,0,19/20,A
Lagergren,Albin,SCM ,RB,23,48,38,48,0,0.5581,40.0,14,6,1,1,1,0,0,19/20,A
Nilsson,Lukas,THW,LB,24,48,51,48,0,0.4847999999999999,24.0,12,1,1,1,4,0,0,19/20,A
Nothdurft,Tim,HBW,LW,27,48,21,48,0,0.7,4.0,999,2,0,1,3,0,0,19/20,A
Pettersson,Alexander,RNL,RB,22,47,44,47,0,0.5165,22.0,14,7,6,5,7,0,0,19/20,A
Svan,Lasse,SGF,RW,26,47,18,47,0,0.7231000000000001,4.0,2,5,0,3,9,0,0,19/20,A
Link,Nikolai,HCE,LB,25,47,47,47,0,0.5,25.0,21,3,12,13,23,2,0,19/20,A
Weinhold,Steffen,THW,RB,-20,47,31,47,0,0.6026,33.0,13,3,3,10,13,1,0,19/20,A
Haass,Michael,HCE,CB,26,46,38,46,0,0.5476,48.0,31,9,6,13,10,0,0,19/20,A
Pevnov,Evgeni,HAN,P,26,46,16,46,0,0.7419,3.0,10,2,16,9,11,1,0,19/20,A
Dippe,Kai,LUD,P,25,46,15,42,4,0.7541,7.0,14,4,1,12,24,1,0,19/20,A
Falk,Alexander,LUD,,27, 46 ,23,46,0,0.6667000000000001,2.0,4,6,1,3,2,0,0,19/20,A
Ugalde,Cristian,HAN,LW,25,46,20,46,0,0.6970000000000001,6.0,3,7,2,1,5,0,0,19/20,A
Frend Ofors,Emil,WET ,LW,27,46.0,14,46,0,0.7667,3.0,5,6,1,0,4,0,0,19/20,A
Vorlicek,Philipp,NOL,RB,-17,46,34,46,0,0.575,15.0,15,1,2,7,3,0,0,19/20,A
Knorr,Juri,GWD,CB,17,45,25,45,0,0.6429,30.0,14,8,2,1,5,0,0,19/20,A
von Gruchalla,Florian,HCE,RW,27,44,19,4,40,0.6984,0.0,0,0,0,0,0,0,0,19/20,A
Bezjak,Marko,SCM,,20,44,22,44,0,0.6667000000000001,53.0,19,15,0,4,7,0,0,19/20,A
Bissel,Christopher,HCE,LW,27,44,25,44,0,0.6377,18.0,7,9,1,3,9,1,0,19/20,A
Jeppsson,Simon,SGF,LB,27,43,48,43,0,0.4725,36.0,18,4,1,2,2,0,0,19/20,A
Taleski,Filip,HBW,LB,26,43,64,43,0,0.4019,26.0,14,0,0,1,4,0,0,19/20,A
Kristjansson,Viggo,LEI ,RB,29,43,34,39,4,0.5584,31.0,16,4,1,2,5,0,0,19/20,A
Mirkulovski,Filip,WET,CB,27, 42 ,28,42,0,0.6,27.0,29,2,0,3,1,0,0,19/20,A
Valiullin,Azat,LUD,LB,22,42,54,42,0,0.4375,8.0,15,3,10,7,17,1,0,19/20,A
Babak,Tomas,BHC,CB,27,42,41,42,0,0.506,41.0,23,2,1,1,2,0,0,19/20,A
Zarabec,Miha,THW,CB,26,42,34,39,3,0.5526,31.0,8,0,0,1,1,0,0,19/20,A
Nippes,Kristian,BHC,RB,25,41,44,40,1,0.4824,,11,4,8,7,4,0,0,19/20,A
Stuber,Frederic,LUD,P,27, 41 ,7,41,0,0.8542000000000001,4.0,20,2,5,6,12,0,0,19/20,A
Guardiola,Isaias,TBV,RB,-25,41,48,41,0,0.4607,37.0,21,20,13,5,8,0,0,19/20,A
Matthes,Tim,BER,LW,27,41,21,41,0,0.6613,5.0,5,5,1,4,6,0,0,19/20,A
Patrail,Mait,HAN,L_B,26,40,24,40,0,0.63,36.0,13,12,13,3,7,0,0,19/20,A
Witzke,Luca,LEI,,24,40,30,40,0,0.5714,28.0,10,2,0,2,3,0,0,19/20,A
Bagersted,Jacob,FAG,P,24,39.0,7,39,0,0.8478,5.0,6,3,5,14,22,0,0,19/20,A
Lagarde,Romain,RNL ,LB,23,39,42,39,0,0.4815,19.0,14,4,3,5,4,0,0,19/20,A
Kunkel,Yves,MTM,LW,26,38,21,38,0,0.6441,2.0,4,5,0,0,2,0,0,19/20,A
Musa,Zeljko,SCM,P,23,38,10,38,0,0.7917000000000001,6.0,7,3,8,8,5,0,0,19/20,A
Mertens,Lukas,SCM,LW,27,37,14,36,1,0.7254999999999999,5.0,1,6,0,1,0,0,0,19/20,A
Korte,Mats,GWD,LW,26,37.0,20,37,0,0.6491,6.0,5,7,2,1,5,0,0,19/20,A
Minel,Quentin,HCE,LB ,27,36,39,36,0,0.48,20.0,23,1,0,2,1,0,0,19/20,A
Feld,Alexander,WET,CB,27,36,37,36,0,0.4932,6.0,11,1,0,0,2,0,0,19/20,A
Rentschler,Marco,FAG,RW,26,35,16,35,0,0.6862999999999999,4.0,2,5,0,2,1,0,0,19/20,A
Zobel,Rene,HBW,RB,27,35,32,35,0,0.5224,7.0,5,2,3,5,17,1,0,19/20,A
Reissky,Christoph,GWD,RB,26,34,43,34,0,0.4416,34.0,19,8,0,3,12,1,0,19/20,A
Janke,Maximilian,LEI,CB,25,33.0,15,33,0,0.6875,29.0,16,8,10,1,6,0,0,19/20,A
Jonsson,Alfred,HAN,LB,21,33,25,33,0,0.569,11.0,4,1,0,0,1,0,0,19/20,A
Buchner,Vincent,HAN,LW,26,33,10,33,0,0.7674,4.0,2,9,0,3,0,0,0,19/20,A
Baijens,Dani,TBV,CB,23,33,32,33,0,0.5077,12.0,15,2,1,5,7,0,0,19/20,A
Nielsen,Jesper,RNL,P,20,32,5,32,0,0.8649,6.0,3,1,9,8,10,0,0,19/20,A
Sorensen,Tim,FAG,RW,-26,32,19,30,2,0.6275,2.0,2,2,0,0,0,0,0,19/20,A
Padshyvalau,Aliaksandr,GWD,CB,22,32,22,32,0,0.59,14.0,19,0,0,1,3,0,0,19/20,A
Wieling,Tim,TVB,RW,27,31,11,31,0,0.7381,3.0,1,3,0,0,5,0,0,19/20,A
Markotic,Robert,TVB,RB,22,31,30,31,0,0.5082,19.0,19,2,0,3,11,0,0,19/20,A
Spath,Manuel,TVB,P,26,30,11,30,0,0.7317,11.0,6,6,24,12,20,0,0,19/20,A
Rahmel,Ole,THW,RW,26,30,8,30,0,0.7895,1.0,3,5,1,2,4,0,0,19/20,A
Struck,Kevin,BER,LB,26,30,13,30,0,0.6977,,999,2,1,4,4,0,0,19/20,A
Heiny,Lutz,NOL,LB,27,30,38,30,0,0.4412,21.0,11,0,1,2,4,0,0,19/20,A
Glandorf,Holger,SGF,RB,24,29.0,12,29,0,0.7073,22.0,7,3,5,4,2,1,0,19/20,A
Johannsson,Ragnar,BHC,RB,26, 29 ,26,29,0,0.5273,6.0,999,3,0,6,7,0,0,19/20,A
Kalafut,Dominik,NOL,,27,29,10,29,0,0.7436,1.0,9,0,1,1,3,0,0,19/20,A
Stutzke,Lukas,BHC,LB,27,29,24,29,0,0.5472,21.0,10,4,5,7,11,2,0,19/20,A
Dietrich,Gunnar,LUD,LB ,27,28.0,36,28,0,0.44,34.0,15,2,29,9,26,2,0,19/20,A
Lemke,Finn,MTM,LB,22,28,10,28,0,0.7368000000000001,11.0,8,5,32,13,7,0,0,19/20,A
Zachariassen,Anders,SGF,P,27,28,15,28,0,0.6512,5.0,5,2,3,6,6,0,0,19/20,A
Faluvegi,Rudolf,TVB,LB,21,28,42,28,0,0.4,21.0,14,2,4,7,7,1,0,19/20,A
Fraatz,Yannick,BHC,RW,24,28,7,28,0,0.8,3.0,1,3,1,0,3,1,0,19/20,A
Pavlovic,Domagoj,MTM,CB,26,28,21,28,0,0.57,14.0,12,4,0,0,4,0,0,19/20,A
Overby,Petter,HCE,P,15,28,19,28,0,0.5957,5.0,5,6,3,4,12,1,0,19/20,A
Steinert,Christoph,SCM ,RB,27,26,25,26,0,0.51,17.0,8,6,3,9,3,0,0,19/20,A
Dahmke,Rune,THW,LW,26,26,11,26,0,0.7027,6.0,5,6,1,1,4,0,0,19/20,A
Kristopans,Dainis,BER,RB,5,26,10,26,0,0.7222,17.0,10,1,4,2,3,0,0,19/20,A
Wanne,Hampus,SGF,LW,9,25,9,12,13,0.7353000000000001,1.0,1,0,0,1,1,0,0,19/20,A
Damm,Sebastian,BHC,LW,25, 25 ,20,22,3,0.5556,0.0,5,0,0,1,3,0,0,19/20,A
Weck,Alexander,BHC,LB,22,25,13,19,6,0.6579,7.0,3,0,1,1,1,0,0,19/20,A
Schmidt,Erik,SCM,P,26,24,10,24,0,0.7059000000000001,3.0,7,2,15,8,17,1,0,19/20,A
Salger,Stefan,MTM,RB,25,24,19,24,0,0.5581,5.0,5,0,2,0,7,0,0,19/20,A
Tollbring,Jerry,RNL,LW,25,24,16,22,2,0.6,1.0,1,3,0,0,1,0,0,19/20,A
Mandalinic,Stipe,BER,lb,27,24,31,24,0,0.4364,4.0,999,0,0,0,0,0,0,19/20,A
Szucs,Csaba,BHC,CB,26,23,25,23,0,0.4792,30.0,7,10,18,8,15,1,0,19/20,A
Meschke,Benjamin,HBW,P,25,23.0,7,23,0,0.7667,,11,0,3,3,17,0,0,19/20,A
Ritterbach,Joscha,GWD,LW,23,23,10,23,0,0.6970000000000001,,7,1,0,1,3,0,0,19/20,A
Milosevic,Alen,LEI,P,22,23,7,23,0,0.7667,2.0,10,2,0,8,4,0,0,19/20,A
de Boer,Luca,NOL,P,27,23,20,23,0,0.5349,9.0,7,7,11,6,17,0,0,19/20,A
Asgeirsson,Elvar,TVB,LB,-27,23,17,23,0,0.575,25.0,14,0,1,5,7,0,0,19/20,A
Schneider,Timm,MTM,CB,25,22,14,22,0,0.6111,5.0,6,1,4,5,12,0,0,19/20,A
Zeitz,Christian,TVB,RB,6,22.0,19,22,0,0.5366,10.0,9,1,1,2,4,0,0,19/20,A
Heymann,Sebastian,FAG,LB,9,22,25,22,0,0.4681,16.0,7,3,6,2,2,0,0,19/20,A
Ignatow,Dimitri,MTM,RW,26,22,7,21,1,0.7585999999999999,5.0,5,0,0,0,1,1,0,19/20,A
Buhrer,Pascal,LUD,CB,24,22.0,19,22,0,0.5366,32.0,13,2,0,0,3,0,0,19/20,A
Fath,Steffen,RNL,LB,22,21,23,21,0,0.4772999999999999,7.0,3,2,1,0,0,0,0,19/20,A
Jurecki,Michal,SGF,,27,21,13,21,0,0.6175999999999999,11.0,11,1,1,1,6,1,0,19/20,A
Schaffer,Jan,HCE,,26,21.0,8,21,0,0.7241,4.0,2,2,9,4,2,0,0,19/20,A
Simak,Frederik,BER,LB,27,21,23,17,4,0.48,13.0,9,3,1,4,3,0,0,19/20,A
Seidel,Lasse,NOL,LW,19,20,6,18,2,0.7692,0.0,2,2,0,0,1,0,0,19/20,A
Ernst,Simon,BER,,8,20,13,20,0,0.6061,12.0,2,1,0,1,3,0,0,19/20,A
Hofmann,Jannik,LUD,LW,19,20,11,20,0,1.57,6.0,0,4,1,1,4,1,0,19/20,A
Baena Gonzalez,Rafael,BHC,P,26,20,6,20,0,0.77,2.0,5,0,1,0,0,0,0,19/20,A
Kopljar,Marko,BER,RB,21,20,13,20,0,0.61,5.0,6,2,12,4,4,0,0,19/20,A
Sidorowicz,Roman,MTM,LB,26,20,15,20,0,0.5714,7.0,999,0,0,0,0,0,0,19/20,A
Van Olphen,Fabian,TBV,LB,-21,19,16,19,0,0.5428999999999999,18.0,6,3,10,10,11,0,0,19/20,A
Kogut,Andrej,TBV,CB,17,18,9,18,0,0.6667000000000001,17.0,14,1,0,3,3,0,0,19/20,A
Gojun,Jakov,BER,LB,24,18,6,18,0,0.75,3.0,0,0,13,13,23,1,0,19/20,A
Majdzinski,Maciej,BHC,RB,10,18,19,18,0,0.4865,4.0,4,0,0,4,1,0,0,19/20,A
Peric,Josip,FAG,CB,19,18,16,15,3,0.5294,15.0,13,0,0,0,2,0,0,19/20,A
Remmlinger,Jan,LUD,LB,22,17.0,16,17,0,0.5152,20.0,6,0,6,5,12,1,0,19/20,A
De la Pena,Juan,HBW,CB,15,17,8,17,0,0.68,3.0,6,0,2,1,1,0,0,19/20,A
Hermann,Till,FAG,LW,26,16,6,16,0,0.7273000000000001,2.0,2,0,0,1,1,0,0,19/20,A
Weissgerber,Lars,WET,RW,24,16,11,10,6,0.5926,0.0,1,0,1,0,0,0,0,19/20,A
Staar,Max,GWD,RW,26,16,13,16,0,0.5517,1.0,3,3,0,3,3,1,0,19/20,A
Haider,Maximilian,LUD,P,26,16,7,16,0,0.7,0.0,5,0,2,5,10,0,0,19/20,A
Muller,Michael,BER,RB,27,15,11,15,0,0.5769,16.0,7,1,8,2,4,0,0,19/20,A
Torbrugge,Nils,WET,P,27,15,9,15,0,0.63,2.0,2,3,3,6,20,1,0,19/20,A
Preuss,Moritz,SCM,P,18,15,5,15,0,0.75,0.0,5,0,0,0,0,0,0,19/20,A
Zerbe,Lukas,TBV,RW,27,15,10,14,1,0.6,3.0,2,2,0,2,3,0,0,19/20,A
Chrapkowski,Piotr,SCM,LB,27,15,7,15,0,0.6818000000000001,23.0,5,15,25,12,20,1,0,19/20,A
Kuzmanovski,Filip,SCM,LB,27,15,12,15,0,0.5556,8.0,11,7,1,1,6,0,0,19/20,A
Prakapenia,Anton,NOL,LB,18,15,19,15,0,0.4412,10.0,8,0,0,1,7,1,0,19/20,A
Leenders,Toon,NOL,P,27,14,6,14,0,0.7,1.0,1,6,7,7,11,1,0,19/20,A
Norouzinezhad Gharehlou,Pouya,FAG,LB,5,14,7,14,0,0.6667000000000001,5.0,5,1,1,1,2,0,0,19/20,A
Roscheck,Bastian,LEI,P,-26,13,2,13,0,0.8667,8.0,6,8,5,16,18,0,0,19/20,A
Feise,Hannes,HAN,LW,25,13,5,13,0,0.7222,2.0,999,2,0,1,1,0,0,19/20,A
Rothlisberger,Samuel,TVB,P,27,13,5,13,0,0.7222,8.0,4,6,17,9,12,1,0,19/20,A
Hangstein,Fynn,TBV,CB,23,13,12,13,0,0.52,12.0,7,0,0,0,0,0,0,19/20,A
Reimann,Alexander,TBV ,LW,24,13,4,13,0,0.7646999999999999,1.0,0,1,0,0,2,1,0,19/20,A
Guardiola,Gedeon,RNL,P,26, 12 ,8,12,0,0.6,6.0,3,11,26,6,4,0,0,19/20,A
Santos,Raul,LEI,LW,17,12,7,12,0,0.63,1.0,1,0,0,0,1,0,0,19/20,A
Hausmann,Jannik,HBW,RW,23,12,10,12,0,0.55,9.0,4,3,0,3,5,0,0,19/20,A
Terwolbeck,Alexander,NOL,CB,25,12,10,12,0,0.5455,19.0,12,0,0,0,1,0,0,19/20,A
Ferraz,Joao,WET,RB,10,12.0,13,12,0,0.48,6.0,8,0,2,1,1,0,0,19/20,A
Smits,Kay,SCM,RB,6,12,6,9,3,0.6667000000000001,1.0,2,0,0,0,0,0,0,19/20,A
Pusica,Miljan,GWD,LB,20,12,14,12,0,0.4614999999999999,9.0,4,3,10,6,15,1,1,19/20,A
Versteijnen,Niels Gerardus,SGF,,19,12,3,3,9,0.8,1.0,1,0,0,0,0,0,0,19/20,A
Suton,Tim,TBV,CB,7,11,27,11,0,0.29,18.0,6,0,0,2,3,0,0,19/20,A
Kirveliavicius,Romas,HBW ,LB,-26,10,10,10,0,0.5,10.0,7,3,9,14,23,0,0,19/20,A
Danner,Felix,MTM,P,19,9,5,9,0,0.64,7.0,1,3,14,13,14,0,0,19/20,A
Kneer,Stefan,WET,lb,14,9,5,9,0,1.57,8.0,4,0,3,8,8,0,0,19/20,A
Petrovsky,Leos,BHC ,P,8,8,4,8,0,0.6667000000000001,0.0,2,0,1,1,3,0,0,19/20,A
Krone,Jannes,HAN,RW,14,8,3,8,0,0.7273000000000001,1.0,0,1,0,0,0,0,0,19/20,A
Verjans,Nicky,NOL,,21,6,8,6,0,0.4286,0.0,0,2,0,0,0,0,0,19/20,A
Remke,Gregor,LEI,RB,18,6,17,6,0,0.26,,10,0,0,3,2,0,0,19/20,A
Thiele,Joshua,HAN,P,25,6,2,6,0,0.75,3.0,999,1,7,10,13,0,0,19/20,A
Hald Jensen,Simon,SGF,P,10,6,3,6,0,0.6667000000000001,2.0,1,2,6,3,3,0,0,19/20,A
Esche,Marc,LEI,LW,8,6,3,6,0,0.6667000000000001,,0,0,0,0,1,0,0,19/20,A
Murawski,Martin,HCE,LW,23,5,3,5,0,0.625,,2,0,0,0,0,0,0,19/20,A
Klein,Jannek,LUD,RB,25,5,10,5,0,0.3333,3.0,6,2,0,0,0,0,0,19/20,A
Wagner,Hendrik,LUD,L_B,4,5.0,3,5,0,0.625,3.0,1,0,0,0,2,0,0,19/20,A
Hanne,Martin,HAN,LB,8,5,3,5,0,0.63,1.0,0,0,0,1,1,0,0,19/20,A
Muller,Philipp,LEI,LB,24,4,3,4,0,0.57,2.0,3,0,1,5,11,0,0,19/20,A
Schongarth,Jens,SGF,RB,7,4,9,4,0,0.31,3.0,0,1,0,0,1,0,0,19/20,A
Kristjansson,Gisli Thorgeir,THW,CB,11,4,3,4,0,0.57,4.0,2,0,0,0,0,0,0,19/20,A
Gislason,Ymir Orn,RNL,P,5,4,2,4,0,0.67,2.0,0,1,5,2,3,0,0,19/20,A
Quenstedt,Dario,THW,GK,25,3,0,3,0,1.0,3.0,0,0,1,0,0,0,0,19/20,A
Wyszomirski,Piotr,TBV,GK,25,3,1,3,0,0.75,8.0,0,0,0,0,0,0,0,19/20,A
Munoz Cabezon,Javier,BER,RW,6,3,1,2,1,0.75,0.0,0,0,0,0,0,0,0,19/20,A
Klimpke,Till,WET,GK,25,3,0,3,0,1.0,11.0,1,0,0,0,0,0,0,19/20,A
Ebner,Domenico,HAN,GK,27,3,1,3,0,0.75,1.0,0,1,0,0,0,0,0,19/20,A
Bartok,Donat,TBV,RB,5,3,2,3,0,0.6,1.0,0,0,0,0,0,0,0,19/20,A
Smit,Alec,NOL,RW,11,3,8,3,0,0.27,0.0,0,0,0,0,2,0,0,19/20,A
Lesjak,Urban,HAN,GK,27,3,2,3,0,0.6,4.0,3,2,1,1,0,0,0,19/20,A
Mosindi,Daniel,HCE,,9,3.0,2,3,0,0.6,0.0,2,0,0,0,0,0,0,19/20,A
Milosavljev,Dejan,BER,GK,14,3,1,3,0,0.75,3.0,0,0,1,0,0,0,0,19/20,A
Vortmann,Jens,LEI,GK,26,2,0,2,0,1.0,6.0,2,0,0,0,0,0,0,19/20,A
Horak,Pavel,THW,LB,26,2,1,2,0,0.67,3.0,1,1,14,2,3,0,0,19/20,A
Bitter,Johannes,TVB,GK,27,2,1,2,0,0.67,14.0,3,2,0,0,1,0,0,19/20,A
Voigt,Malte,LUD,LW,2,2,2,0,2,0.5,0.0,0,0,0,0,2,0,0,19/20,A
Landin,Niklas,THW,GK,26,2,1,2,0,0.67,5.0,0,0,0,0,1,0,0,19/20,A
Nowatzki,Maximilian,GWD,RB,11,2,0,2,0,1.0,,0,0,0,0,0,0,0,19/20,A
Christensen,Espen,GWD,GK,21,2,0,2,0,1.0,9.0,1,0,0,0,0,0,0,19/20,A
Roller,Lars,HBW,P,11,2,1,2,0,0.67,0.0,2,0,0,0,1,0,0,19/20,A
Ganz,Tim,RNL,RW,26,2,0,2,0,1.0,0.0,1,0,1,0,0,0,0,19/20,A
Lier,Marvin,SGF,LW,13,2,2,1,1,0.5,0.0,1,0,0,0,1,0,0,19/20,A
Ravensbergen,Bart,NOL,GK,27,2,0,2,0,1.0,4.0,3,0,0,0,0,0,0,19/20,A
Strosack,Moritz,HBW,RW,11,2,1,2,0,0.67,0.0,0,0,0,1,0,0,0,19/20,A
Mavers,Veit,HAN,CB,16,2,2,1,1,0.5,2.0,2,0,1,0,0,0,0,19/20,A
Jensen,Mike,HBW,GK,25,2,0,2,0,1.0,1.0,1,1,0,0,0,0,0,19/20,A
Neudeck,Oskar,FAG,LB,5,2,0,1,1,1.0,0.0,0,0,0,0,0,0,0,19/20,A
Ziemer,Martin,BER,GK,17,1,0,1,0,1.0,3.0,999,1,1,0,0,0,0,19/20,A
Palicka,Andreas,RNL,GK,25,1,1,1,0,0.5,11.0,0,0,0,1,0,0,0,19/20,A
Katsigiannis,Nikolas,HCE,GK,27,1,0,1,0,1.0,8.0,1,0,0,0,1,0,0,19/20,A
Semisch,Malte,GWD,,26,1,0,1,0,1.0,5.0,0,0,0,0,0,0,0,19/20,A
Wiese,Jens,NOL ,LB,-3,1,3,1,0,0.25,0.0,0,0,0,0,0,0,0,19/20,A
Pieczkowski,Niclas,LEI,CB,4,1.0,1,1,0,0.5,0.0,1,0,0,1,0,0,0,19/20,A
Rebmann,Daniel,FAG,GK,26,1,0,1,0,1.0,2.0,1,0,0,0,0,0,0,19/20,A
Skof,Gorazd,LUD,GK,16,1,0,1,0,1.0,9.0,3,1,0,1,1,0,0,19/20,A
Johannesson,Peter,TBV,GK,27,1,0,1,0,1.0,6.0,0,0,0,2,0,0,0,19/20,A
Birlehm,Joel,LEI,,25,1,0,1,0,1.0,4.0,0,0,0,0,0,0,0,19/20,A
Zare,Levin,NOL,LW,14,1,4,1,0,0.2,1.0,0,0,0,0,0,0,0,19/20,A
Abutovic,Ilija,RNL,,26,1.0,0,1,0,1.0,1.0,1,8,14,13,18,1,0,19/20,A
Kastelic,Urh,FAG,GK,26,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,19/20,A
Bransche,Hannes,SCM,RB,5,1,0,1,0,1.0,0.0,0,0,0,0,0,0,0,19/20,A
Weber,Ian,WET,,12,1,0,1,0,1.0,0.0,999,0,0,0,0,0,0,19/20,A
Strakeljahn,Simon,GWD,CB,18,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,19/20,A
Erifopoulos,Christos,FAG,CB,6,1,1,1,0,0.5,0.0,0,0,0,0,1,0,0,19/20,A
Heinzelmann,Tobias,HBW,P,2,1,0,1,0,1.0,0.0,0,0,0,0,0,0,0,19/20,A
Heinevetter,Silvio,BER,GK,20,0,0,0,0,0.0,2.0,0,1,0,1,0,0,0,19/20,A
Mrkva,Tomas,BHC,GK,23,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0,19/20,A
Heinl,Jacob,SGF,P,17,0,0,0,0,0.0,3.0,0,2,12,11,10,0,0,19/20,A
Lichtlein,Carsten,HCE,GK,27,0,0,0,0,0.0,1.0,2,0,0,0,0,0,0,19/20,A
Putera,Milos,LEI,GK,1, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,A
Bozic,Vladimir,HBW ,GK,25,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,19/20,A
Foth,Christoph,HBW,P,-2,0,0,0,0,0.0,1.0,0,0,1,1,0,0,0,19/20,A
Klesniks,Evars,TBV,RB,7,0,0,0,0,0.0,0.0,1,0,5,5,7,1,0,19/20,A
Appelgren,Mikael,RNL,GK,26,0,0,0,0,0.0,5.0,1,0,0,0,0,0,0,19/20,A
Rudeck,Christopher,BHC,GK,27,0,0,0,0,0.0,7.0,0,0,0,0,0,0,0,19/20,A
Sjostrand,Johan,MTM,GK,24,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,A
Hanemann,Stefan,LUD,GK,8, 0 ,0,0,0,0.0,2.0,1,0,0,0,0,0,0,19/20,A
Predragovic,Srdjan,FAG,RB,15,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,A
